millis,arduinoId,temp,humidity,pressure,uva,uvb,uvIndex
12027426,2,25.79,43.85,101.74,-1.72,8.52,0.01
12091024,2,25.81,43.93,101.73,-2.39,8.26,0.01
12154628,2,25.75,43.93,101.73,-0.29,10.64,0.01
12218223,2,25.77,44.24,101.73,1.56,11.10,0.02
12281720,2,25.79,44.92,101.73,1.56,13.10,0.02
12345221,2,25.75,44.85,101.72,-1.72,7.52,0.01
12408832,2,25.70,44.16,101.73,-2.72,7.52,0.01
12472337,2,25.79,44.15,101.73,-2.27,7.83,0.01
12535815,2,25.86,43.79,101.73,-2.60,7.09,0.01
12599410,2,25.84,43.83,101.73,-2.60,8.09,0.01
12662915,2,25.82,43.85,101.73,-1.60,10.09,0.01
12726402,2,25.81,44.00,101.73,-0.60,11.09,0.01
12789993,2,25.86,43.89,101.73,-2.15,8.40,0.01
12853493,2,25.88,43.96,101.73,-2.15,8.40,0.01
12916989,2,25.92,43.71,101.73,2.25,12.55,0.02
12980588,2,25.88,44.27,101.73,-2.15,8.40,0.01
13044082,2,25.92,43.82,101.74,2.37,13.12,0.02
13107721,2,25.93,44.26,101.74,1.25,12.55,0.02
13171284,2,25.86,44.46,101.74,-0.72,10.52,0.01
13234810,2,25.88,43.91,101.74,3.50,15.47,0.02
13298389,2,25.95,43.87,101.74,4.69,18.19,0.03
13361993,2,25.90,44.46,101.74,1.07,12.35,0.02
13425676,2,26.04,43.71,101.74,-0.38,11.04,0.01
13489180,2,26.02,43.56,101.74,2.62,15.04,0.02
13552769,2,26.04,43.65,101.74,1.62,13.04,0.02
13616369,2,26.04,43.58,101.74,1.17,11.73,0.02
13679961,2,26.04,43.53,101.74,-0.05,10.78,0.01
13743559,2,26.02,43.65,101.74,0.38,11.90,0.02
13807056,2,25.99,43.88,101.74,1.05,12.16,0.02
13870651,2,26.02,43.91,101.74,5.45,17.31,0.03
13934153,2,25.93,44.58,101.74,4.23,15.36,0.02
13997595,2,25.95,44.64,101.74,2.90,13.62,0.02
14061143,2,25.90,44.83,101.74,3.90,14.62,0.02
14124758,2,25.90,44.80,101.74,2.90,13.62,0.02
14188267,2,25.88,44.82,101.74,3.57,14.88,0.02
14251835,2,25.95,44.60,101.75,0.62,13.04,0.02
14315329,2,25.93,43.77,101.74,2.02,13.19,0.02
14378723,2,25.93,44.28,101.74,2.14,12.76,0.02
14442221,2,25.93,44.24,101.74,2.38,13.90,0.02
14505625,2,25.90,43.96,101.73,0.62,13.04,0.02
14569415,2,25.97,43.70,101.74,0.62,12.04,0.02
14632785,2,25.92,43.75,101.74,1.62,13.04,0.02
14696203,2,25.88,43.89,101.74,1.17,12.73,0.02
14759805,2,25.88,44.05,101.74,2.17,13.73,0.02
14823409,2,25.88,44.07,101.74,0.50,12.47,0.02
14887000,2,25.95,44.07,101.74,0.50,11.47,0.02
14950595,2,25.95,43.95,101.74,1.05,13.16,0.02
15014092,2,25.95,44.08,101.73,1.93,13.59,0.02
15077594,2,25.93,44.21,101.74,2.00,12.00,0.02
15141035,2,25.90,44.90,101.73,2.00,12.00,0.02
15204582,2,25.93,44.95,101.73,2.00,12.00,0.02
15268178,2,25.90,44.97,101.73,1.00,11.00,0.01
15331778,2,25.88,45.02,101.73,2.00,13.00,0.02
15395400,2,25.88,44.97,101.73,3.78,15.05,0.02
15458974,2,25.90,44.94,101.73,1.17,12.73,0.02
15522476,2,25.86,44.03,101.73,1.17,13.73,0.02
15586038,2,25.86,44.02,101.73,1.17,13.73,0.02
15649669,2,25.90,44.00,101.73,3.17,14.73,0.02
15713163,2,25.92,43.97,101.74,3.78,15.05,0.02
15776760,2,25.88,44.93,101.74,6.00,18.00,0.03
15840258,2,25.88,45.05,101.73,6.00,17.00,0.03
15903855,2,25.86,45.01,101.73,6.23,18.36,0.03
15967350,2,25.81,44.93,101.74,1.74,12.61,0.02
16030847,2,25.81,44.15,101.74,1.07,12.35,0.02
16094345,2,25.79,44.12,101.73,3.29,14.30,0.02
16157838,2,25.81,44.16,101.73,2.29,14.30,0.02
16221438,2,25.79,44.27,101.73,3.62,15.04,0.02
16285037,2,25.77,44.22,101.73,2.62,14.04,0.02
16348531,2,25.79,44.21,101.72,2.62,14.04,0.02
16412036,2,25.75,44.24,101.72,2.29,13.30,0.02
16475422,2,25.72,44.25,101.72,2.62,14.04,0.02
16538919,2,25.77,44.17,101.73,0.07,10.35,0.01
16602415,2,25.79,44.20,101.72,3.62,15.04,0.02
16665806,2,25.73,44.16,101.73,3.62,15.04,0.02
16729303,2,25.79,44.27,101.72,3.62,15.04,0.02
16792708,2,25.75,44.14,101.72,3.62,16.04,0.02
16856192,2,25.75,44.16,101.73,3.62,15.04,0.02
16919689,2,25.77,44.11,101.73,4.62,17.04,0.03
16983087,2,25.73,44.05,101.73,0.07,11.35,0.01
17046578,2,25.77,44.16,101.73,1.07,11.35,0.02
17109980,2,25.79,44.06,101.73,3.62,15.04,0.02
17173468,2,25.75,44.07,101.73,3.62,16.04,0.02
17237066,2,25.72,44.09,101.73,2.62,13.04,0.02
17300568,2,25.77,44.05,101.73,3.62,15.04,0.02
17364059,2,25.79,44.09,101.72,-2.15,8.40,0.01
17427767,2,25.79,44.04,101.73,0.40,12.09,0.02
17491162,2,25.79,44.04,101.73,1.56,11.10,0.02
17554652,2,25.77,44.99,101.73,-1.06,9.00,0.01
17618148,2,25.72,44.26,101.73,0.07,11.35,0.01
17681640,2,25.70,44.07,101.73,-1.15,8.40,0.01
17745138,2,25.73,44.04,101.73,0.52,11.66,0.02
17808528,2,25.73,44.03,101.74,0.52,10.66,0.01
17872025,2,25.72,44.01,101.74,-0.48,10.66,0.01
17935626,2,25.75,43.92,101.73,-3.03,6.97,0.01
17999126,2,25.77,43.90,101.73,2.01,12.41,0.02
18062719,2,25.72,44.94,101.73,2.34,13.15,0.02
18126217,2,25.72,44.93,101.73,2.34,13.15,0.02
18190120,2,25.70,44.93,101.74,3.68,14.67,0.02
18253618,2,25.66,44.97,101.74,-1.15,9.40,0.01
18317114,2,25.62,44.14,101.74,-0.03,9.97,0.01
18380617,2,25.72,44.17,101.74,-0.03,9.97,0.01
18444109,2,25.72,44.07,101.74,-1.03,9.97,0.01
18507509,2,25.77,43.98,101.74,2.37,13.12,0.02
18570995,2,25.68,44.43,101.74,-2.03,7.97,0.01
18634490,2,25.70,43.96,101.74,4.01,15.41,0.02
18697906,2,25.68,44.84,101.74,4.01,14.41,0.02
18761379,2,25.66,44.89,101.75,3.01,14.41,0.02
18824877,2,25.68,44.88,101.75,0.46,10.72,0.01
18888214,2,25.68,44.94,101.75,3.01,14.41,0.02
18951664,2,25.66,45.02,101.74,2.01,12.41,0.02
19015167,2,25.61,45.00,101.74,2.34,13.15,0.02
19078656,2,25.64,45.04,101.75,2.01,13.41,0.02
19142152,2,25.61,45.11,101.74,3.34,14.15,0.02
19205650,2,25.64,45.09,101.74,4.56,16.10,0.02
19271909,2,25.61,45.25,101.74,4.56,15.10,0.02
19335301,2,25.62,45.09,101.74,3.34,14.15,0.02
19398797,2,25.55,45.15,101.75,6.56,18.10,0.03
19462306,2,25.61,45.17,101.75,4.46,15.72,0.02
19525792,2,25.59,45.02,101.75,5.01,16.41,0.02
19589286,2,25.61,45.23,101.74,4.01,15.41,0.02
19652792,2,25.55,45.14,101.75,4.01,14.41,0.02
19716312,2,25.57,45.20,101.74,2.01,12.41,0.02
19779776,2,25.57,45.14,101.75,2.34,12.15,0.02
19843272,2,25.53,45.24,101.75,2.56,13.10,0.02
19906767,2,25.53,45.13,101.75,1.34,11.15,0.02
19970258,2,25.51,45.12,101.75,3.56,14.10,0.02
20033758,2,25.51,45.17,101.75,3.56,14.10,0.02
20097257,2,25.51,45.24,101.75,3.56,15.10,0.02
20160752,2,25.55,45.16,101.75,3.56,15.10,0.02
20224229,2,25.50,45.13,101.75,2.23,13.36,0.02
20287739,2,25.50,45.20,101.75,2.23,13.36,0.02
20351233,2,25.48,45.14,101.75,2.23,13.36,0.02
20414731,2,25.53,45.26,101.75,1.78,12.05,0.02
20478225,2,25.50,45.17,101.75,1.78,12.05,0.02
20541723,2,25.04,44.61,101.75,1.78,12.05,0.02
20605218,2,24.64,43.80,101.75,0.78,12.05,0.02
20668715,2,24.48,43.42,101.75,1.78,11.05,0.02
20732211,2,24.18,42.92,101.75,0.68,10.67,0.01
20795816,2,23.97,42.69,101.75,0.78,10.05,0.01
20862380,2,23.84,42.74,101.75,0.78,10.05,0.01
20925877,2,23.71,42.73,101.75,3.00,13.00,0.02
20989476,2,23.58,42.63,101.75,0.78,11.05,0.01
21052965,2,23.60,42.87,101.75,1.78,12.05,0.02
21116572,2,23.51,42.63,101.76,0.68,10.67,0.01
21180455,2,23.55,42.60,101.75,0.14,10.76,0.01
21243970,2,23.51,42.10,101.75,0.04,10.38,0.01
21307564,2,23.46,41.85,101.75,-1.41,8.07,0.01
21371063,2,23.51,42.13,101.75,0.68,10.67,0.01
21434560,2,23.53,42.43,101.75,1.35,10.93,0.02
21498157,2,23.49,42.36,101.75,2.78,13.05,0.02
21561652,2,23.51,42.68,101.75,3.78,15.05,0.02
21625150,2,23.46,42.53,101.75,1.56,12.10,0.02
21688657,2,23.40,42.52,101.75,3.78,14.05,0.02
21752149,2,23.44,42.78,101.75,1.56,11.10,0.02
21815947,2,23.40,42.52,101.75,2.78,13.05,0.02
21879548,2,23.44,42.65,101.75,0.56,10.10,0.01
21943039,2,23.47,42.51,101.75,2.78,14.05,0.02
22006537,2,23.40,42.32,101.75,2.78,13.05,0.02
22070036,2,23.29,42.12,101.75,2.78,13.05,0.02
22133632,2,23.24,42.35,101.75,1.78,12.05,0.02
22197129,2,23.20,42.24,101.75,2.00,12.00,0.02
22260624,2,23.13,42.40,101.75,1.78,11.05,0.02
22324222,2,23.00,42.46,101.75,1.78,12.05,0.02
22387720,2,22.98,42.41,101.75,1.78,11.05,0.02
22451317,2,23.15,42.45,101.75,1.78,11.05,0.02
22514814,2,23.13,42.33,101.75,1.78,12.05,0.02
22578310,2,23.33,42.33,101.76,3.78,14.05,0.02
22641705,2,23.40,42.31,101.76,2.23,12.36,0.02
22705200,2,23.40,42.28,101.76,0.78,11.05,0.01
22768595,2,23.46,42.50,101.76,2.00,12.00,0.02
22831989,2,23.49,42.49,101.76,0.78,10.05,0.01
22895400,2,23.58,42.44,101.76,2.00,12.00,0.02
22958882,2,23.58,42.49,101.76,-0.22,9.05,0.01
23022377,2,23.58,42.43,101.76,0.78,11.05,0.01
23085872,2,23.64,42.52,101.76,0.78,10.05,0.01
23149363,2,23.69,42.69,101.76,0.78,10.05,0.01
23212865,2,23.67,42.73,101.76,1.78,12.05,0.02
23276361,2,23.66,42.70,101.76,1.78,11.05,0.02
23339960,2,23.75,42.78,101.77,1.78,12.05,0.02
23403393,2,23.75,42.95,101.77,1.23,11.36,0.02
23466845,2,23.77,42.97,101.77,1.78,12.05,0.02
23531966,2,23.73,43.14,101.77,1.00,11.00,0.01
23595523,2,23.78,43.38,101.77,-0.22,8.05,0.01
23659077,2,23.77,43.48,101.77,0.78,10.05,0.01
23722573,2,23.75,43.47,101.77,1.45,11.31,0.02
23786074,2,23.77,43.39,101.77,1.78,11.05,0.02
23849571,2,23.82,43.53,101.78,1.78,11.05,0.02
23913067,2,23.80,43.53,101.77,1.78,12.05,0.02
23976576,2,23.80,43.68,101.78,0.78,10.05,0.01
24040257,2,23.80,43.74,101.77,-1.22,8.05,0.01
24103755,2,23.78,43.82,101.77,0.00,10.00,0.01
24167249,2,23.82,43.99,101.77,1.00,10.00,0.01
24230746,2,23.84,44.03,101.78,3.00,13.00,0.02
24294244,2,23.88,43.97,101.78,3.00,13.00,0.02
24357741,2,23.80,44.05,101.79,0.78,10.05,0.01
24421338,2,23.82,44.09,101.79,0.78,10.05,0.01
24484732,2,23.80,44.15,101.79,0.78,9.05,0.01
24548228,2,23.80,44.20,101.79,0.78,10.05,0.01
24611721,2,23.84,44.23,101.79,-0.22,9.05,0.01
24675322,2,23.84,44.24,101.79,-1.22,8.05,0.01
24738926,2,23.82,44.32,101.79,0.00,8.00,0.01
24802414,2,23.86,44.51,101.78,0.00,9.00,0.01
24865912,2,23.86,44.48,101.78,0.00,7.00,0.01
24929408,2,23.86,44.49,101.79,0.00,7.00,0.01
24992902,2,23.86,44.57,101.78,0.00,6.00,0.01
25056505,2,23.88,44.62,101.79,0.00,6.00,0.01
25120000,2,23.82,44.66,101.80,0.00,6.00,0.01
25183450,2,23.82,44.73,101.80,0.00,5.00,0.01
25246896,2,23.84,44.85,101.80,0.00,6.00,0.01
25310384,2,23.78,44.84,101.79,0.00,6.00,0.01
25376856,2,23.78,44.84,101.80,0.00,6.00,0.01
25440361,2,23.77,44.90,101.80,0.00,6.00,0.01
25503847,2,23.78,44.96,101.80,0.00,5.00,0.01
25567339,2,23.75,45.01,101.80,0.00,5.00,0.01
25630938,2,23.80,45.09,101.80,0.00,4.00,0.01
25694438,2,23.75,45.21,101.81,0.00,4.00,0.01
25757938,2,23.77,45.19,101.80,0.00,3.00,0.00
25821529,2,23.78,45.19,101.81,0.00,3.00,0.00
25885026,2,23.75,45.29,101.81,0.00,3.00,0.00
25948565,2,23.75,45.31,101.81,0.00,3.00,0.00
26012136,2,23.73,45.35,101.80,0.00,3.00,0.00
26075587,2,23.75,45.36,101.80,0.00,2.00,0.00
26139113,2,23.77,45.36,101.80,0.00,3.00,0.00
26202604,2,23.80,45.45,101.80,0.00,3.00,0.00
26266104,2,23.75,45.50,101.80,0.00,2.00,0.00
26329719,2,23.75,45.49,101.80,0.00,1.00,0.00
26393303,2,23.71,45.51,101.81,0.00,1.00,0.00
26456820,2,23.71,45.61,101.81,0.00,1.00,0.00
26520397,2,23.71,45.61,101.82,0.00,1.00,0.00
26583891,2,23.67,45.62,101.82,0.00,1.00,0.00
26647386,2,23.71,45.68,101.83,0.00,1.00,0.00
26710887,2,23.75,45.68,101.83,0.00,0.00,0.00
26774484,2,23.75,45.75,101.83,0.00,1.00,0.00
26837976,2,23.69,45.67,101.83,0.00,0.00,0.00
26901482,2,23.67,45.76,101.83,0.00,1.00,0.00
26964970,2,23.67,45.77,101.83,0.00,1.00,0.00
27028465,2,23.71,45.73,101.82,0.00,1.00,0.00
27091959,2,23.66,45.75,101.83,0.00,1.00,0.00
27155399,2,23.73,45.85,101.83,0.00,1.00,0.00
27218852,2,23.66,45.88,101.83,0.00,1.00,0.00
27282451,2,23.64,45.90,101.83,0.00,1.00,0.00
27345946,2,23.67,45.87,101.83,0.00,1.00,0.00
27409440,2,23.66,45.91,101.83,0.00,0.00,0.00
27472942,2,23.64,45.87,101.83,0.00,1.00,0.00
27536435,2,23.67,45.93,101.83,0.00,1.00,0.00
27599846,2,23.62,46.00,101.83,0.00,0.00,0.00
27663233,2,23.64,45.94,101.84,0.00,0.00,0.00
27726756,2,23.67,45.95,101.84,0.00,0.00,0.00
27790313,2,23.62,46.00,101.84,0.00,0.00,0.00
27853810,2,23.66,45.97,101.84,0.00,0.00,0.00
27917238,2,23.66,45.94,101.85,0.00,0.00,0.00
27980803,2,23.66,46.01,101.84,0.00,0.00,0.00
28044308,2,23.66,45.97,101.84,0.00,0.00,0.00
28107778,2,23.64,46.00,101.84,0.00,0.00,0.00
28171429,2,23.62,45.96,101.85,0.00,0.00,0.00
28234999,2,23.62,45.95,101.84,0.00,0.00,0.00
28298496,2,23.64,45.95,101.84,0.00,0.00,0.00
28361980,2,23.60,45.96,101.85,0.00,0.00,0.00
28425478,2,23.64,46.04,101.85,0.00,0.00,0.00
28488983,2,23.64,46.02,101.85,0.00,1.00,0.00
28552478,2,23.53,46.01,101.85,0.00,0.00,0.00
28616073,2,23.57,46.01,101.85,0.00,0.00,0.00
28679671,2,23.57,46.06,101.85,0.00,0.00,0.00
28743169,2,23.58,46.00,101.85,0.00,0.00,0.00
28806666,2,23.60,46.10,101.85,0.00,0.00,0.00
28870161,2,23.62,46.04,101.85,0.00,0.00,0.00
28933609,2,23.60,46.13,101.85,0.00,0.00,0.00
28997040,2,23.62,46.09,101.85,0.00,1.00,0.00
29060966,2,23.55,46.09,101.85,0.00,0.00,0.00
29124450,2,23.58,46.15,101.85,0.00,0.00,0.00
29187947,2,23.58,46.17,101.85,0.00,0.00,0.00
29251553,2,23.53,46.25,101.85,0.00,0.00,0.00
29315040,2,23.57,46.22,101.85,0.00,1.00,0.00
29378543,2,23.55,46.30,101.86,0.00,0.00,0.00
29442034,2,23.57,46.27,101.86,0.00,0.00,0.00
29505534,2,23.51,46.38,101.86,0.00,0.00,0.00
29569161,2,23.49,46.28,101.86,0.00,0.00,0.00
29632727,2,23.51,46.37,101.86,0.00,0.00,0.00
29696329,2,23.55,46.34,101.86,0.00,0.00,0.00
29759821,2,23.51,46.41,101.87,0.00,0.00,0.00
29823321,2,23.47,46.43,101.86,0.00,0.00,0.00
29886816,2,23.47,46.35,101.86,0.00,0.00,0.00
29950311,2,23.51,46.40,101.86,0.00,0.00,0.00
30013770,2,23.46,46.45,101.86,0.00,1.00,0.00
30077200,2,23.51,46.48,101.86,0.00,0.00,0.00
30140801,2,23.46,46.41,101.85,0.00,1.00,0.00
30204295,2,23.47,46.44,101.85,0.00,0.00,0.00
30267795,2,23.49,46.54,101.85,0.00,0.00,0.00
30331289,2,23.46,46.45,101.86,0.00,0.00,0.00
30394888,2,23.47,46.46,101.86,0.00,0.00,0.00
30458486,2,23.46,46.51,101.86,0.00,0.00,0.00
30521962,2,23.47,46.55,101.86,0.00,0.00,0.00
30585479,2,23.42,46.54,101.86,0.00,0.00,0.00
30648972,2,23.46,46.50,101.86,0.00,0.00,0.00
30712472,2,23.42,46.50,101.85,0.00,0.00,0.00
30775968,2,23.46,46.57,101.86,0.00,0.00,0.00
30839451,2,23.44,46.59,101.86,0.00,0.00,0.00
30902961,2,23.37,46.47,101.86,0.00,0.00,0.00
30966451,2,23.40,46.58,101.86,0.00,0.00,0.00
31029953,2,23.44,46.48,101.85,0.00,0.00,0.00
31093451,2,23.38,46.44,101.86,0.00,0.00,0.00
31156946,2,23.40,46.56,101.86,0.00,0.00,0.00
31220357,2,23.42,46.61,101.86,0.00,0.00,0.00
31283833,2,23.38,46.71,101.86,0.00,0.00,0.00
31347294,2,23.37,46.64,101.86,0.00,0.00,0.00
31410801,2,23.38,46.65,101.86,0.00,0.00,0.00
31474317,2,23.40,46.64,101.86,0.00,0.00,0.00
31537822,2,23.35,46.64,101.86,0.00,0.00,0.00
31601318,2,23.38,46.60,101.86,0.00,0.00,0.00
31664832,2,23.35,46.64,101.87,0.00,0.00,0.00
31728303,2,23.31,46.72,101.87,0.00,0.00,0.00
31791798,2,23.31,46.70,101.87,0.00,0.00,0.00
31855295,2,23.33,46.75,101.87,0.00,0.00,0.00
31918799,2,23.33,46.68,101.87,0.00,0.00,0.00
31982288,2,23.33,46.70,101.87,0.00,0.00,0.00
32045815,2,23.33,46.70,101.87,0.00,0.00,0.00
32109384,2,23.33,46.77,101.87,0.00,0.00,0.00
32172991,2,23.33,46.77,101.87,0.00,0.00,0.00
32236579,2,23.35,46.71,101.87,0.00,0.00,0.00
32300180,2,23.31,46.79,101.87,0.00,1.00,0.00
32363775,2,23.31,46.74,101.87,0.00,0.00,0.00
32427281,2,23.33,46.72,101.88,0.00,0.00,0.00
32490767,2,23.27,46.77,101.88,0.00,0.00,0.00
32554467,2,23.27,46.80,101.87,0.00,0.00,0.00
32617961,2,23.24,46.78,101.88,0.00,0.00,0.00
32681766,2,23.29,46.76,101.88,0.00,0.00,0.00
32745263,2,23.24,46.86,101.88,0.00,0.00,0.00
32808863,2,23.27,46.73,101.88,0.00,0.00,0.00
32872461,2,23.26,46.83,101.88,0.00,0.00,0.00
32935954,2,23.26,46.83,101.88,0.00,0.00,0.00
32999555,2,23.24,46.82,101.88,0.00,0.00,0.00
33062995,2,23.26,46.81,101.88,0.00,0.00,0.00
33126445,2,23.24,46.82,101.88,0.00,0.00,0.00
33189941,2,23.24,46.85,101.88,0.00,0.00,0.00
33253538,2,23.22,46.96,101.88,0.00,0.00,0.00
33317141,2,23.24,46.89,101.88,0.00,0.00,0.00
33380648,2,23.22,46.92,101.89,0.00,0.00,0.00
33444129,2,23.24,46.86,101.89,0.00,0.00,0.00
33507662,2,23.22,46.92,101.88,0.00,0.00,0.00
33571223,2,23.17,46.91,101.88,0.00,0.00,0.00
33634736,2,23.24,46.90,101.88,0.00,0.00,0.00
33698357,2,23.22,46.93,101.88,0.00,0.00,0.00
33761917,2,23.20,46.92,101.89,0.00,0.00,0.00
33825478,2,23.24,46.92,101.89,0.00,0.00,0.00
33888972,2,23.20,47.00,101.89,0.00,0.00,0.00
33952404,2,23.20,47.04,101.89,0.00,0.00,0.00
34015902,2,23.20,47.04,101.89,0.00,0.00,0.00
34079414,2,23.20,46.99,101.88,0.00,0.00,0.00
34142894,2,23.18,46.95,101.88,0.00,0.00,0.00
34206493,2,23.17,46.96,101.88,0.00,0.00,0.00
34269989,2,23.20,46.99,101.89,0.00,0.00,0.00
34333483,2,23.17,47.03,101.89,0.00,0.00,0.00
34396979,2,23.17,47.08,101.89,0.00,0.00,0.00
34460548,2,23.13,47.10,101.88,0.00,0.00,0.00
34524072,2,23.11,46.96,101.88,0.00,0.00,0.00
34587672,2,23.15,47.07,101.87,0.00,0.00,0.00
34651212,2,23.13,47.11,101.87,0.00,0.00,0.00
34714868,2,23.13,47.10,101.87,0.00,0.00,0.00
34778468,2,23.07,47.03,101.87,0.00,0.00,0.00
34842063,2,23.09,47.03,101.87,0.00,0.00,0.00
34905596,2,23.13,47.06,101.87,0.00,0.00,0.00
34969027,2,23.09,47.02,101.87,0.00,0.00,0.00
35032552,2,23.11,47.06,101.87,0.00,0.00,0.00
35096048,2,23.09,47.12,101.87,0.00,0.00,0.00
35159487,2,23.07,47.10,101.87,0.00,0.00,0.00
35223040,2,23.00,47.13,101.86,0.00,0.00,0.00
35286538,2,23.06,47.07,101.86,0.00,0.00,0.00
35350033,2,23.06,47.11,101.87,0.00,0.00,0.00
35413538,2,23.00,47.12,101.87,0.00,0.00,0.00
35477030,2,23.06,47.06,101.87,0.00,0.00,0.00
35540520,2,23.06,47.10,101.87,0.00,0.00,0.00
35604015,2,23.02,47.15,101.87,0.00,0.00,0.00
35667614,2,23.06,47.10,101.87,0.00,0.00,0.00
35731209,2,23.06,47.09,101.87,0.00,0.00,0.00
35794710,2,23.07,47.13,101.87,0.00,0.00,0.00
35858204,2,23.02,47.20,101.87,0.00,0.00,0.00
35921743,2,22.93,47.17,101.87,0.00,0.00,0.00
35985302,2,23.02,47.16,101.87,0.00,0.00,0.00
36048998,2,23.02,47.11,101.88,0.00,0.00,0.00
36112392,2,23.02,47.19,101.87,0.00,0.00,0.00
36175784,2,22.96,47.16,101.87,0.00,0.00,0.00
36239282,2,22.98,47.11,101.88,0.00,0.00,0.00
36302988,2,22.96,47.08,101.87,0.00,0.00,0.00
36366479,2,22.98,47.12,101.88,0.00,0.00,0.00
36429896,2,22.98,47.26,101.88,0.00,0.00,0.00
36493392,2,22.98,47.22,101.89,0.00,0.00,0.00
36556767,2,23.00,47.21,101.89,0.00,0.00,0.00
36620256,2,23.00,47.24,101.89,0.00,0.00,0.00
36683753,2,22.95,47.22,101.89,0.00,0.00,0.00
36747350,2,22.98,47.19,101.89,0.00,0.00,0.00
36810848,2,22.96,47.24,101.89,0.00,0.00,0.00
36874290,2,22.95,47.24,101.89,0.00,1.00,0.00
36937848,2,22.93,47.28,101.89,0.00,0.00,0.00
37001435,2,22.93,47.22,101.88,0.00,0.00,0.00
37064932,2,22.96,47.30,101.88,0.00,0.00,0.00
37128430,2,22.95,47.31,101.88,0.00,0.00,0.00
37191865,2,22.95,47.29,101.87,0.00,0.00,0.00
37255318,2,22.93,47.24,101.88,0.00,0.00,0.00
37318814,2,22.91,47.27,101.88,0.00,0.00,0.00
37382417,2,22.91,47.19,101.88,0.00,0.00,0.00
37445912,2,22.91,47.22,101.88,0.00,0.00,0.00
37509406,2,22.89,47.21,101.87,0.00,0.00,0.00
37572902,2,22.95,47.19,101.87,0.00,0.00,0.00
37636399,2,22.95,47.20,101.87,0.00,0.00,0.00
37699895,2,22.89,47.15,101.87,0.00,0.00,0.00
37763494,2,22.93,47.15,101.87,0.00,1.00,0.00
37827092,2,22.89,47.14,101.87,0.00,0.00,0.00
37890589,2,22.96,47.12,101.87,0.00,0.00,0.00
37954081,2,22.87,47.11,101.87,0.00,0.00,0.00
38017579,2,22.89,47.11,101.86,0.00,0.00,0.00
38081179,2,22.93,47.13,101.86,0.00,0.00,0.00
38144677,2,22.89,47.23,101.85,0.00,0.00,0.00
38208203,2,22.93,47.18,101.85,0.00,0.00,0.00
38271770,2,22.89,47.17,101.85,0.00,0.00,0.00
38335200,2,22.91,47.17,101.86,0.00,0.00,0.00
38398762,2,22.89,47.26,101.86,0.00,0.00,0.00
38462257,2,22.91,47.18,101.86,0.00,1.00,0.00
38525665,2,22.86,47.16,101.86,0.00,0.00,0.00
38589153,2,22.87,47.16,101.86,0.00,0.00,0.00
38652745,2,22.87,47.18,101.86,0.00,0.00,0.00
38716344,2,22.82,47.24,101.86,0.00,1.00,0.00
38779960,2,22.84,47.22,101.86,0.00,0.00,0.00
38843545,2,22.84,47.19,101.86,0.00,0.00,0.00
38907140,2,22.84,47.26,101.86,0.00,0.00,0.00
38970740,2,22.86,47.29,101.86,0.00,0.00,0.00
39034219,2,22.82,47.31,101.86,0.00,0.00,0.00
39097736,2,22.80,47.25,101.86,0.00,0.00,0.00
39161330,2,22.80,47.40,101.86,0.00,0.00,0.00
39224926,2,22.78,47.33,101.86,0.00,0.00,0.00
39288524,2,22.78,47.43,101.86,0.00,0.00,0.00
39352122,2,22.78,47.32,101.86,0.00,0.00,0.00
39415717,2,22.76,47.30,101.85,0.00,0.00,0.00
39479221,2,22.76,47.27,101.85,0.00,0.00,0.00
39542713,2,22.78,47.40,101.85,0.00,0.00,0.00
39606310,2,22.73,47.28,101.85,0.00,0.00,0.00
39669807,2,22.75,47.34,101.85,0.00,0.00,0.00
39733283,2,22.73,47.34,101.85,0.00,0.00,0.00
39796900,2,22.73,47.32,101.85,0.00,0.00,0.00
39860498,2,22.76,47.36,101.85,0.00,0.00,0.00
39924409,2,22.75,47.36,101.85,0.00,0.00,0.00
39988002,2,22.69,47.36,101.84,0.00,0.00,0.00
40051598,2,22.69,47.34,101.84,0.00,0.00,0.00
40115095,2,22.69,47.39,101.84,0.00,0.00,0.00
40178795,2,22.67,47.32,101.84,0.00,0.00,0.00
40242395,2,22.71,47.45,101.85,0.00,0.00,0.00
40305900,2,22.71,47.41,101.84,0.00,0.00,0.00
40369489,2,22.67,47.39,101.84,0.00,0.00,0.00
40433087,2,22.67,47.41,101.84,0.00,0.00,0.00
40496688,2,22.64,47.47,101.85,0.00,0.00,0.00
40560283,2,22.66,47.43,101.85,0.00,0.00,0.00
40623881,2,22.67,47.44,101.85,0.00,0.00,0.00
40687388,2,22.66,47.52,101.85,0.00,0.00,0.00
40750975,2,22.67,47.46,101.85,0.00,0.00,0.00
40814575,2,22.66,47.46,101.85,0.00,0.00,0.00
40878173,2,22.64,47.47,101.86,0.00,0.00,0.00
40941796,2,22.69,47.48,101.86,0.00,0.00,0.00
41005474,2,22.67,47.47,101.87,0.00,0.00,0.00
41068966,2,22.66,47.47,101.86,0.00,0.00,0.00
41132566,2,22.64,47.47,101.87,0.00,0.00,0.00
41196062,2,22.62,47.45,101.87,0.00,0.00,0.00
41259558,2,22.64,47.56,101.87,0.00,0.00,0.00
41323019,2,22.60,47.43,101.87,0.00,0.00,0.00
41386476,2,22.60,47.49,101.87,0.00,0.00,0.00
41449952,2,22.64,47.51,101.87,0.00,0.00,0.00
